time,SP,PV,PV_meas,OP,Demand
31.0,5.0,3.1250706603225473,2.998436609759977,4.760915885654242,0.6654161148549124
31.5,5.0,3.0100102163466227,3.0042118216033993,4.771633428488733,0.867161472273654
32.0,5.0,3.1349337614386923,3.090095739533304,4.653318202405552,0.6688655851004031
32.5,5.0,3.0498437286720628,3.250844657602063,4.4136114869195175,0.8205280328708184
33.0,5.0,3.1447422971896195,3.3217285392573164,4.316979990878538,0.6721484054007887
33.5,5.0,3.1496314214401626,3.046194138647803,4.777373090467282,0.6737263028876382
34.0,5.0,3.1545128569472634,3.0834368465923454,4.73695038929009,0.6752613360087727
34.5,5.0,3.1293881830214363,3.136765193810125,4.670257381803542,0.7267531260177388
35.0,5.0,3.1342588227777672,3.2739814650336436,4.467971533195576,0.7282013048376736
35.5,5.0,3.139126060778283,3.144827374415388,4.693169804440632,0.7296055151521232
36.0,5.0,3.1739910585805107,3.109266994781706,4.768973741906705,0.6809654104932039
36.5,5.0,3.1788548684403826,3.17296668745011,4.685324566762758,0.682280655327089
37.0,5.0,3.183718445388218,3.1208699589986133,4.787470632695166,0.6835509251367963
37.5,5.0,3.1585826578706575,3.2188303788146055,4.648545657201432,0.7347759065022574
38.0,5.0,3.1634482971285536,3.092544925962083,4.869676932505848,0.7359552971776503
38.5,5.0,3.1983160854606987,3.147272480218002,4.800640120894197,0.6870888061659735
39.0,5.0,3.143186683505548,3.259380064851158,4.638674184832636,0.788176153790845
39.5,5.0,3.1780606966574063,3.1012242019259992,4.91071132349363,0.7392170717655091
40.0,5.0,3.2129386807197937,3.0683258774637774,4.9826653838585475,0.6902113032590307
40.5,5.0,3.217821146886517,3.2273205220221475,4.746000747344934,0.691158602959666
41.0,5.0,3.1927085661302774,3.1566612257098177,4.877489009187563,0.7420587371353886
41.5,5.0,3.2276013730691684,3.278742923162164,4.699370864032188,0.6929114836915596
42.0,5.0,3.232499969373108,3.2642471628462166,4.739921608909242,0.6937166322257262
42.5,5.0,3.2074047267648913,3.204212877300555,4.853934337009295,0.7444739840795354
43.0,5.0,3.242315989664082,3.236211647117082,4.82037418883168,0.6951833523877495
43.5,5.0,3.187234077516241,3.1136482325839574,5.0,0.7958445621243532
44.0,5.0,3.1921592868449773,3.200493993944302,4.914381011642846,0.7964574501457377
44.5,5.0,3.227091893059839,3.315220371203116,4.747666604316713,0.7470218652309548
45.0,5.0,3.202032152049192,3.1046874779092444,5.0,0.7975376681190275
45.5,5.0,3.2669803015837395,3.266440563947586,4.862003015506993,0.6980047315433116
46.0,5.0,3.2419365625533336,3.345775438126795,4.75160946243899,0.7484229402628956
46.5,5.0,3.2769011400570265,3.3274435493786965,4.797666048942161,0.698792191091036
47.0,5.0,3.281874224363961,3.4128215139990323,4.676933090409634,0.699112392920616
47.5,5.0,3.2268559917605995,3.170041758777166,5.0,0.7993834667466256
48.0,5.0,3.261846605297972,3.0787697604584854,5.0,0.7496053456856544
48.5,5.0,3.2668462154510007,3.2869113958465697,4.933032050302751,0.7497779749923941
49.0,5.0,3.271854960700513,3.308112042203162,4.916029895710172,0.7499013120731464
49.5,5.0,3.2768729680473276,3.413715163494595,4.762927750008933,0.7499753264963321
50.0,5.0,3.3119003534666596,3.430714926937358,4.751420979231138,0.7
50.5,5.0,3.316937222310132,3.370611584611378,4.863880211106592,0.6999753264963321
51.0,5.0,3.2619836696618085,3.338522691078852,4.931837213847846,0.7999013120731463
51.5,5.0,3.267039780653906,3.247857634833242,5.0,0.799777974992394
52.0,5.0,3.302105630747171,3.180194169615249,5.0,0.7496053456856544
52.5,5.0,3.3371812859803245,3.3489534077184153,4.9673780151028755,0.6993834667466257
53.0,5.0,3.2522668031924398,3.3505241495552176,4.9813595866684395,0.849112392920616
53.5,5.0,3.3473622302216723,3.412998317204527,4.897270935257499,0.698792191091036
54.0,5.0,3.2324676060833637,3.3158483399993,5.0,0.8984229402628956
54.5,5.0,3.3575829611301464,3.3148073924254713,5.0,0.6980047315433116
55.0,5.0,3.362708317196421,3.336153633394579,5.0,0.6975376681190275
55.5,5.0,3.3078436877292408,3.356186236540701,5.0,0.7970218652309548
56.0,5.0,3.372989077907429,3.3183383384565537,5.0,0.6964574501457378
56.5,5.0,3.34814448475053,3.2965727777572296,5.0,0.7458445621243532
57.0,5.0,3.3833098972190063,3.4131081208567515,5.0,0.6951833523877495
57.5,5.0,3.328485296306914,3.4045757706226047,5.0,0.7944739840795353
58.0,5.0,3.393670655128154,3.373717787795213,5.0,0.6937166322257262
58.5,5.0,3.368865938997276,3.252546992891912,5.0,0.7429114836915597
59.0,5.0,3.4040711055056505,3.3304907140013675,5.0,0.6920587371353886
59.5,5.0,3.319286104593798,3.3396533130831076,5.0,0.841158602959666
60.0,5.0,3.384510878620489,3.4036629750070855,5.0,0.7402113032590307
60.5,5.0,3.419745362429228,3.443869176194763,5.0,0.6892170717655091
61.0,5.0,3.4249894834126065,3.477119012472182,5.0,0.6881761537908451
61.5,5.0,3.4302431615749804,3.4308242174292256,5.0,0.6870888061659735
62.0,5.0,3.3755063095938658,3.402011914077897,5.0,0.7859552971776503
62.5,5.0,3.380778832880386,3.376276150597499,5.0,0.7847759065022574
63.0,5.0,3.4160606296390927,3.530933977932037,5.0,0.7335509251367963
63.5,5.0,3.4513515909274006,3.594585794049151,4.929618145950254,0.682280655327089
64.0,5.0,3.4266516007148855,3.307750472476882,5.0,0.730965410493204
64.5,5.0,3.4619605359426404,3.436435341732415,5.0,0.6796055151521232
65.0,5.0,3.4372782665828727,3.4405507157369435,5.0,0.7282013048376736
65.5,5.0,3.3826046556988865,3.3559131844974543,5.0,0.8267531260177388
66.0,5.0,3.477939559505591,3.657231818638678,4.907405691276187,0.6752613360087727
66.5,5.0,3.363282827430655,3.3856783552396283,5.0,0.8737263028876383
67.0,5.0,3.488634302176398,3.4080971194713636,5.0,0.6721484054007887
67.5,5.0,3.4639938197825106,3.5236380537385776,5.0,0.7205280328708186
68.0,5.0,3.499361209689684,3.526458663574303,5.0,0.6688655851004031
68.5,5.0,3.5047362948041973,3.5351555867595397,5.0,0.6671614722736541
69.0,5.0,3.450118891563537,3.630906507443456,5.0,0.7654161148549123
69.5,5.0,3.4855088100030707,3.5205873275785518,5.0,0.7136299434850047
70.0,5.0,3.4609058538238395,3.43053970143644,5.0,0.7618033988749895
70.5,5.0,3.4663098204614733,3.2707821778304633,5.0,0.7599369316974182
71.0,5.0,3.4717205011562773,3.4551805993419262,5.0,0.7580310024751381
71.5,5.0,3.5371376810244968,3.6677346727572155,5.0,0.6560860814676659
72.0,5.0,3.4225611391307775,3.413444227175159,5.0,0.8541026485551579
72.5,5.0,3.4879906485618366,3.263985658709886,5.0,0.7520811931200062
73.0,5.0,3.463425976501349,3.4135897372821042,5.0,0.800022213926092
73.5,5.0,3.5288668843060567,3.628135738197336,5.0,0.6979262189957219
74.0,5.0,3.5343131275830895,3.588894845039291,5.0,0.6957937254842823
74.5,5.0,3.539764456268523,3.4557763666174495,5.0,0.6936252595526378
75.0,5.0,3.575220614707135,3.5186921370672266,5.0,0.6414213562373096
75.5,5.0,3.5506813417333847,3.509610475823143,5.0,0.689182559318463
76.0,5.0,3.5861463707535894,3.5198749935672966,5.0,0.6369094211857378
76.5,5.0,3.561615429829296,3.3586480430553376,5.0,0.6846025027019547
77.0,5.0,3.597088241761834,3.6734473518238193,5.0,0.6322623730647303
77.5,5.0,3.5425645241780384,3.668270519846948,5.0,0.7298896096660368
78.0,5.0,3.578043989617131,3.426199095220657,5.0,0.677484797949738
78.5,5.0,3.613526345618739,3.7379116388773705,5.0,0.6250485312671411
79.0,5.0,3.589011294812044,3.578708974672322,5.0,0.6725814107305953
79.5,5.0,3.5344985350060307,3.657011769822818,5.0,0.7700840450651768
80.0,5.0,3.6299877592808443,3.633782802909889,5.0,0.6175570504584946
80.5,5.0,3.6054786560801984,3.6190331152960615,5.0,0.6650010504086558
81.0,5.0,3.6109709093048528,3.648214374003074,5.0,0.6624166755704262
81.5,5.0,3.646464198407118,3.5674575658935903,5.0,0.6098045635996264
82.0,5.0,3.5619581984863777,3.68142561291918,5.0,0.7571653589957994
82.5,5.0,3.6574525803855935,3.545314516578115,5.0,0.6044997129431899
83.0,5.0,3.6629470107887965,3.6227403363371296,5.0,0.6018082831500742
83.5,5.0,3.668441152319508,3.720867620083825,5.0,0.5990917336864815
84.0,5.0,3.6139346636401086,3.5630151395915624,5.0,0.696350734820343
84.5,5.0,3.6794271995520855,3.75718032363358,5.0,0.5935859628521147
85.0,5.0,3.5949184110971877,3.7325050284155834,5.0,0.7407980999479095
85.5,5.0,3.6604079456594127,3.7616625457647963,5.0,0.6379878339711831
86.0,5.0,3.6958954470678433,3.502283915699981,5.0,0.5851558583130145
86.5,5.0,3.6713805557002823,3.683965252662218,5.0,0.6323028717210218
87.0,5.0,3.7068629085876768,3.809731169657316,5.0,0.5794295781269563
87.5,5.0,3.712342139519302,3.5806672548370964,5.0,0.576536686473018
88.0,5.0,3.71781787914867,3.7901789378715574,5.0,0.5736249105369357
88.5,5.0,3.663289755100159,3.73003583326409,5.0,0.6706949687558513
89.0,5.0,3.728757392076322,3.6075484028824953,5.0,0.5677475840490582
89.5,5.0,3.7042204119658386,3.7876436785398546,5.0,0.61478348363963
90.0,5.0,3.7396784339521236,3.7669482133051173,5.0,0.5618033988749895
90.5,5.0,3.715131074622515,3.7801692534946416,5.0,0.6088080650464609
91.0,5.0,3.6905779480780576,3.5939467095015445,5.0,0.6557982212078459
91.5,5.0,3.7260186660438306,3.741032277680969,5.0,0.6027746099930746
92.0,5.0,3.7014528379797973,3.530964982566565,5.0,0.649737977432971
92.5,5.0,3.766880071192162,3.539180950438857,5.0,0.5466890727711811
93.0,5.0,3.772299970945194,3.7863828135979687,5.0,0.5436286482793086
93.5,5.0,3.7477121405734843,3.8577719012496154,5.0,0.5905574590713025
94.0,5.0,3.7231161815946385,3.7484098630211466,5.0,0.6374762629171449
94.5,5.0,3.7585116938223435,3.752167087427929,5.0,0.5843858200558819
95.0,5.0,3.7638982754797996,3.7451448634743123,5.0,0.5812868930080463
95.5,5.0,3.769275523313487,3.6750189841691805,5.0,0.5781802463875166
96.0,5.0,3.7446430327072395,3.722456942327709,5.0,0.6250666467128608
96.5,5.0,3.810000397796598,3.8521688446230424,5.0,0.5219468622182091
97.0,5.0,3.8153472115834015,3.771824988303339,5.0,0.5188216626637029
97.5,5.0,3.820683066050616,3.8957417514341937,5.0,0.515691819145569
98.0,5.0,3.826007552277352,3.845605055663812,5.0,0.5125581039058628
98.5,5.0,3.801320260554041,3.833018202331382,5.0,0.5594212901419287
99.0,5.0,3.8366207804977646,3.9254870558528605,5.0,0.5062821518156256
99.5,5.0,3.8119087011676713,3.7592331579021723,5.0,0.5531414634623641
100.0,5.0,3.8171836111805,3.8831216697991953,5.0,0.55
100.5,5.0,3.852445098826138,3.8137974271009405,5.0,0.4968585365376359
101.0,5.0,3.7676927521832093,3.8016442005650934,5.0,0.6437178481843744
101.5,5.0,3.832926159234664,3.768349024171007,5.0,0.5405787098580714
102.0,5.0,3.8681449079833268,3.7770745256768534,5.0,0.48744189609413735
102.5,5.0,3.7833485865673957,3.792535061132245,5.0,0.6343081808544311
103.0,5.0,3.8485367833758435,3.660016778173732,5.0,0.5311783373362972
103.5,5.0,3.883709087163709,3.8540823428128212,5.0,0.478053137781791
104.0,5.0,3.8288650871672396,3.6682273866063215,5.0,0.5749333532871391
104.5,5.0,3.8340043732188636,3.9119277766502245,5.0,0.5718197536124835
105.0,5.0,3.8091265358619584,3.91413759547285,5.0,0.6187131069919538
105.5,5.0,3.8742311664653943,3.787836044323314,5.0,0.5156141799441182
106.0,5.0,3.9093178573378156,3.9521491535851654,5.0,0.46252373708285505
106.5,5.0,3.8843862018416395,3.974299773210389,5.0,0.5094425409286976
107.0,5.0,3.919435794506741,4.009682716756919,5.0,0.4563713517206915
107.5,5.0,3.8344662311438014,3.8559113145409656,5.0,0.603310927228819
108.0,5.0,3.8994771089572766,3.9729075765134265,5.0,0.5002620225670291
108.5,5.0,3.9344680266579832,3.869534895465944,5.0,0.44722539000692546
109.0,5.0,3.849438584575247,3.857750831140915,5.0,0.5942017787921543
109.5,5.0,3.944388384768615,3.8976780440895378,5.0,0.4411919349535392
110.0,5.0,3.9193170311390757,3.8459382337605392,5.0,0.4881966011250105
110.5,5.0,3.924224129539775,3.927830468686738,5.0,0.48521651636037005
111.0,5.0,3.9291092878862117,3.9638623255020193,5.0,0.4822524159509417
111.5,5.0,3.963972116265854,4.080322993061353,5.0,0.42930503124414854
112.0,5.0,3.9688122270471844,3.995327779777073,5.0,0.4263750894630644
112.5,5.0,3.9136292349881234,3.9778222884842784,5.0,0.523463313526982
113.0,5.0,3.978422757343812,4.043751074668766,5.0,0.42057042187304394
113.5,5.0,3.953192413973737,4.221945850543433,5.0,0.4676971282789783
114.0,5.0,3.9279378274481513,3.7469345871208932,5.0,0.5148441416869856
114.5,5.0,3.992658623153781,3.9238652364700632,5.0,0.4120121660288171
115.0,5.0,3.9373544293987908,4.084760034647599,5.0,0.5092019000520905
115.5,5.0,3.882024877516974,3.846823570031627,5.0,0.6064140371478852
116.0,5.0,4.006669601971147,4.095249915731319,5.0,0.40364926517965694
116.5,5.0,3.9512882404557303,3.974289192832014,5.0,0.5009082663135185
117.0,5.0,3.9858804339984673,4.1964006741192685,5.0,0.44819171684992576
117.5,5.0,3.9904458270612846,3.8791403843549133,5.0,0.4455002870568103
118.0,5.0,3.99498406764026,4.117164122892142,5.0,0.4428346410042007
118.5,5.0,4.029494807364652,4.204452937891902,5.0,0.3901954364003737
119.0,5.0,4.033977701595005,3.9325358138782054,5.0,0.38758332442957394
119.5,5.0,3.978432409520269,4.056719433878404,5.0,0.4849989495913444
120.0,5.0,4.012858594253939,3.9163087956710334,5.0,0.4324429495415055
120.5,5.0,4.04725592292917,4.050272080182682,5.0,0.37991595493482316
121.0,5.0,4.021624066792862,3.9959652737746447,5.0,0.4274185892694047
121.5,5.0,4.0259627012986705,3.785687307808702,5.0,0.42495146873285894
122.0,5.0,4.030271506198943,4.072694932170133,5.0,0.42251520205026205
122.5,5.0,3.9745501656355398,3.988884082396163,5.0,0.5201103903339633
123.0,5.0,4.008798368229533,4.156706265570109,5.0,0.46773762693526966
123.5,5.0,4.013015807169743,4.074130172634697,5.0,0.46539749729804536
124.0,5.0,4.047202180300115,4.276290572707991,5.0,0.4130905788142623
124.5,5.0,4.051357190205887,4.062061428413759,5.0,0.4108174406815372
125.0,5.0,4.085480544298556,4.074927539098325,5.0,0.35857864376269055
125.5,5.0,3.999571954899591,3.9811362898278815,5.0,0.5063747404473622
126.0,5.0,4.0936311393229055,4.049672268219728,5.0,0.3542062745157177
126.5,5.0,4.097657819956043,3.8768827283177867,5.0,0.35207378100427805
127.0,5.0,4.071651724340065,4.049632261639269,5.0,0.39997778607390805
127.5,5.0,4.075612585248129,3.8688271126045293,5.0,0.39791880687999376
128.0,5.0,4.0195401407627225,4.0647434752213,5.0,0.49589735144484215
128.5,5.0,4.113434134351548,3.9894281051044898,5.0,0.343913918532334
129.0,5.0,4.057294314942037,3.9678610526331948,5.0,0.44196899752486185
129.5,5.0,4.001120436994461,3.934179417511206,5.0,0.540063068302582
130.0,5.0,4.064912260573645,4.044418756792321,5.0,0.43819660112501047
130.5,5.0,4.128669551419249,4.129356376913153,5.0,0.3363700565149953
131.0,5.0,4.1323920810146095,4.240840039321917,5.0,0.33458388514508763
131.5,5.0,4.106079626654107,4.048326617303351,5.0,0.3828385277263459
132.0,5.0,4.109731971509078,4.1577465851313145,5.0,0.38113441489959693
132.5,5.0,4.113348904692213,4.38643562801457,5.0,0.37947196712918146
133.0,5.0,4.056930221320457,4.0946652915967805,5.0,0.4778515945992112
133.5,5.0,4.120475722576386,4.102426743683223,5.0,0.37627369711236175
134.0,5.0,4.153985215768031,4.0760700505752006,5.0,0.3247386639912273
134.5,5.0,4.007458514387166,3.9880253598451336,5.0,0.5732468739822614
135.0,5.0,4.100895438166019,4.012273403805079,5.0,0.4217986951623264
135.5,5.0,4.134295813132394,4.161161955800772,5.0,0.3703944848478769
136.0,5.0,4.107659471663212,4.1180138855271515,5.0,0.41903458950679606
136.5,5.0,4.110986252536433,3.8947643304446538,5.0,0.41771934467291094
137.0,5.0,4.174276000981359,4.172420200404752,5.0,0.3164490748632037
137.5,5.0,4.147528568727308,4.255143199991309,5.0,0.3652240934977426
138.0,5.0,4.120743814050633,4.0808326288303585,5.0,0.41404470282234973
138.5,5.0,4.153921601820098,4.088631924578942,5.0,0.36291119383402654
139.0,5.0,4.157061803540574,4.0192917262288885,5.0,0.3618238462091549
139.5,5.0,4.19016429739506,4.00436509323262,5.0,0.31078292823449094
140.0,5.0,4.19322896828502,4.276363894991345,5.0,0.3097886967409693
140.5,5.0,4.136255707869016,4.118107874911097,5.0,0.40884139704033395
141.0,5.0,4.19924441459964,4.276446570799982,5.0,0.30794126286461143
141.5,5.0,4.202194993758718,4.355327368216665,5.0,0.30708851630844036
142.0,5.0,4.205107357490804,4.2972321259818385,5.0,0.3062833677742738
142.5,5.0,4.207981424834921,4.1537441926910414,5.0,0.3055260159204647
143.0,5.0,4.1808171217545835,4.195303888220339,5.0,0.35481664761225046
143.5,5.0,4.153614381166055,4.092137094650363,5.0,0.4041554378756468
144.0,5.0,4.156373142964858,4.0855442967046915,5.0,0.4035425498542622
144.5,5.0,4.129093354050517,4.163374870290779,5.0,0.45297813476904525
145.0,5.0,4.161774968349544,4.078545580037726,5.0,0.40246233188097247
145.5,5.0,4.164417946836637,3.943502784927767,5.0,0.4019952684566884
146.0,5.0,4.227022257554117,4.138207467981379,5.0,0.30157705973710447
146.5,5.0,4.199587875629568,4.168899760760831,5.0,0.351207808908964
147.0,5.0,4.232114783291693,4.384254633074885,5.0,0.300887607079384
147.5,5.0,4.23460296988439,4.185509224897253,5.0,0.3006165332533744
148.0,5.0,4.2370524318790235,4.288244840981951,5.0,0.30039465431434564
148.5,5.0,4.239463172884896,4.2226323494886895,5.0,0.300222025007606
149.0,5.0,4.241835203657936,4.364475718044974,5.0,0.3000986879268537
149.5,5.0,4.21416854210757,4.329878180653966,5.0,0.3500246735036679
150.0,8.0,4.361665240369364,4.479282750893356,5.0,0.3
150.5,8.0,4.516290591979149,4.342892239037414,5.0,0.4000246735036679
151.0,8.0,4.76624151074011,4.786913915464609,5.0,0.3000986879268537
151.5,8.0,4.934433246576287,5.010327106588481,5.0,0.300222025007606
152.0,8.0,5.083435863555338,5.1215897198142715,5.0,0.30039465431434564
152.5,8.0,5.215515115556167,5.27917474813835,5.0,0.3006165332533744
153.0,8.0,5.3326684816810355,5.338503582109583,5.0,0.300887607079384
153.5,8.0,5.436656934566221,5.362178513893569,5.0,0.30120780890896404
154.0,8.0,5.52903294687576,5.359323208377135,5.0,0.3015770597371044
154.5,8.0,5.611165181430051,5.546608238565204,5.0,0.30199526845668845
155.0,8.0,5.654260257673343,5.922071245037182,5.0,0.3524623318809724
155.5,8.0,5.749381940682438,5.700816823073371,5.0,0.3029781347690452
156.0,8.0,5.777468057923742,5.581529035314667,5.0,0.3535425498542622
156.5,8.0,5.859345412824987,5.932610348897895,5.0,0.3041554378756468
157.0,8.0,5.845742932366685,5.931288933234949,5.0,0.40481664761225045
157.5,8.0,5.887303257810007,6.016035696825221,5.0,0.40552601592046467
158.0,8.0,5.984592962915386,6.031690813286064,5.0,0.3062833677742738
158.5,8.0,5.958111562176032,6.042671713622727,5.0,0.40708851630844034
159.0,8.0,6.048299452345388,6.232321165829587,5.0,0.3079412628646114
159.5,8.0,6.045544913571323,5.970997564365112,5.0,0.35884139704033396
160.0,8.0,6.0701902814926045,5.975805210950233,5.0,0.35978869674096925
160.5,8.0,6.092537388467211,5.983078734511919,5.0,0.36078292823449093
161.0,8.0,6.142852360477306,6.116275401827908,5.0,0.3118238462091549
161.5,8.0,6.1613698460076405,6.304712087990158,5.0,0.3129111938340265
162.0,8.0,6.1182967441594975,6.171103580934121,5.0,0.4140447028223496
162.5,8.0,6.163815491297552,6.2126846865684735,5.0,0.3652240934977426
163.0,8.0,6.1780869585053395,5.996156165638867,5.0,0.3664490748632037
163.5,8.0,6.2212530059348925,6.15193432321125,5.0,0.31771934467291096
164.0,8.0,6.233438734678888,6.049872971392684,5.0,0.319034589506796
164.5,8.0,6.214754471982721,6.331879050914875,5.0,0.37039448484787685
165.0,8.0,6.255297521372603,6.413862170661177,5.0,0.3217986951623263
165.5,8.0,6.265153705536773,6.3431103782608105,5.0,0.32324687398226126
166.0,8.0,6.274398726500533,6.175720121926579,5.0,0.3247386639912273
166.5,8.0,6.28309936472998,6.431301614091559,5.0,0.32627369711236165
167.0,8.0,6.231314536237287,6.205989045234766,5.0,0.4278515945992113
167.5,8.0,6.239096224502017,6.117650296426751,5.0,0.42947196712918145
168.0,8.0,6.276490302031827,6.180049876570658,5.0,0.381134414899597
168.5,8.0,6.283537254630627,6.240521591071443,5.0,0.3828385277263458
169.0,8.0,6.32027281989483,6.325230671943301,5.0,0.33458388514508763
169.5,8.0,6.326728550094139,6.31059412892896,5.0,0.3363700565149952
170.0,8.0,6.332932308390618,6.191665466573515,5.0,0.3381966011250105
170.5,8.0,6.278908706289591,6.400240347208155,5.0,0.4400630683025817
171.0,8.0,6.284679489281153,6.269618897337469,5.0,0.44196899752486185
171.5,8.0,6.350263876807135,6.27888849118007,5.0,0.3439139185323341
172.0,8.0,6.355678861961835,6.466709098160112,5.0,0.34589735144484207
172.5,8.0,6.360939475694473,6.24259885686782,5.0,0.3479188068799938
173.0,8.0,6.366059019716711,6.2031700013592594,5.0,0.34997778607390795
173.5,8.0,6.371049271820825,6.498298016480699,5.0,0.35207378100427805
174.0,8.0,6.3759206668753965,6.565059451830431,5.0,0.35420627451571757
174.5,8.0,6.380682456378443,6.334472854513303,5.0,0.35637474044736217
175.0,8.0,6.3553428491069965,6.350745848315282,5.0,0.4085786437626903
175.5,8.0,6.35990913510141,6.24524266364932,5.0,0.4108174406815371
176.0,8.0,6.364387794957664,6.364937049982003,5.0,0.4130905788142622
176.5,8.0,6.338784596167276,6.291214069794156,5.0,0.46539749729804525
177.0,8.0,6.373104678038439,6.362891834034939,5.0,0.41773762693526967
177.5,8.0,6.4073526265503835,6.448278465310108,5.0,0.37011039033396315
178.0,8.0,6.351532540332903,6.241717992529818,5.0,0.4725152020502621
178.5,8.0,6.385648088821812,6.349466954898555,5.0,0.4249514687328588
179.0,8.0,6.389702563516713,6.209324421338895,5.0,0.4274185892694047
179.5,8.0,6.423698923157705,6.388200194746376,5.0,0.379915954934823
